Title,Runtime,Tomato Meter,Audience Score,No. Reviews,Genre,Embedding-0,Embedding-1,Embedding-2,Embedding-3,Embedding-4,Embedding-5,Embedding-6,Embedding-7,Embedding-8,Embedding-9,Embedding-10,Embedding-11,Embedding-12,Embedding-13,Embedding-14,Embedding-15,Embedding-16,Embedding-17,Embedding-18,Embedding-19
Lift 2022,87,1.0,0.77,8,Documentary,0.0036456876,-0.019480482,-0.004696577,0.0011001879,-0.013607219,-0.011322068,0.010979685,-0.0054337736,0.0029881261,-0.0026677852,-0.0041969684,-0.0012215746,-0.0056142723,-0.0015437694,0.014486779,0.0018509176,-0.0007367665,-0.0026680797,-0.0015370933,0.0031767176
Downwind,94,1.0,0.71,7,Documentary,-0.00043349172,0.004463417,-0.0031181378,0.006856586,-0.010490688,-0.008592217,-0.0034406104,-0.012681469,-0.010296377,0.0053540533,0.0014166512,0.0016443735,-0.0017445283,0.0047034225,0.0074909194,-0.0024886585,-0.00024946517,0.0021623406,-0.006985822,0.0076689483
The Pigeon Tunnel,94,0.96,0.73,85,Documentary,-0.009161149,-0.0020125795,0.00585893,-0.0011511694,-0.01673644,0.0058613596,0.010334825,-0.0034601442,0.002237061,0.0054529333,0.000951595,-0.004861265,0.00328547,-0.011900177,0.005326419,-0.0045685447,0.002524952,0.012410805,-0.0027097764,0.0036713027
Marley,144,0.96,0.9,113,Documentary,-0.0008823214,0.0056532244,0.009046343,-0.005327978,0.0034963496,-0.01720441,-0.0075566783,-0.0056150476,5.5767967e-05,0.011851244,0.012482788,-0.0035614304,-0.007856121,0.013523961,-0.0016204137,-0.0059952536,0.0042052353,0.003264518,-0.0078411205,1.7894432e-05
Every Body,92,0.98,0.96,43,Documentary,0.0061369548,-0.0060116677,-0.0024413795,-0.015915327,0.0042266496,-0.015156982,-0.0044012005,-0.0056350534,0.006499098,0.0026479599,-0.0070155053,-0.012373483,0.017161014,0.003768193,-0.0020950665,0.010172103,0.0034276682,0.0048133214,-0.01019189,0.0004943212
Honeyland,85,1.0,0.86,135,Documentary,0.010094581,-0.00036292075,-0.010620302,-0.0129846735,-0.0021785814,0.0037055123,-0.024606783,0.017185984,0.016469989,-0.004207707,-0.019991685,0.0057207835,-0.004924871,-0.016753038,0.0018271443,0.009340101,0.0002822265,0.0042804326,0.0025064417,0.015875429
Man On Wire,90,1.0,0.87,160,Documentary,0.012099578,-0.025175443,-0.009461366,-0.009162432,0.009929726,-0.007589209,-0.0067073577,-0.015202917,0.01275195,0.00054196565,0.008157754,0.0160391,0.0013592271,-0.0009405054,0.012223562,0.0011155832,-0.011790298,0.01172996,-0.004905643,-0.0036299997
Kokomo City,73,0.99,0.65,75,Documentary,0.0077206185,-0.004790482,0.0150549095,-0.0031583398,0.012352331,-0.010942022,-0.0019810337,-0.01489335,0.005126709,-0.00131437,-0.0048764776,-0.003731247,0.0012256776,0.015868392,0.014955359,-0.0022797927,0.001085374,0.0084161395,-0.005834252,0.00097092835
1109564-Fighter,91,0.96,0.76,24,Documentary,-0.002982239,-0.014086519,-0.021794362,0.0030093577,0.014405665,-0.007208316,0.01140737,-0.004545625,-0.014369497,0.0013016993,-0.011266304,-0.00072930224,0.012596071,0.0068459674,0.010451437,-0.018324133,-0.0045643738,0.009581294,-0.001393891,0.0065205907
Girl In The Picture 2022,101,0.96,0.83,24,Documentary,0.0088853035,-0.0075330706,0.0072344816,0.004866514,-0.0126820505,0.003302052,0.012280807,-0.0030069996,0.020554835,-0.0038132747,0.00803679,-0.00075556414,-0.0074276864,-0.011977934,-0.015798185,-0.0027128085,-0.0043548825,-0.0062045143,0.012495016,0.0007438908
Buried The 1982 Alpine Meadows Avalanche,96,1.0,0.95,10,Documentary,0.0020808808,-0.0026685959,-0.0096945735,0.011172578,-0.009631616,-0.01056609,-0.004967598,-0.0075579747,0.00034349243,-0.0035175227,-0.007316916,0.018304076,0.0038647256,-0.013412757,-0.002795893,0.014180986,-0.0019912065,0.01662824,-0.01358051,0.0067128586
Stop Making Sense,88,1.0,0.97,68,Documentary,-0.00034238695,-0.005666475,0.011065584,-0.006263966,-0.0045273644,-0.0015968734,-0.01314011,-0.0003518477,0.014405941,0.004722164,-0.010779636,0.01048881,-0.0049457164,-0.01032451,0.013578037,0.00024127755,0.017816933,-0.006584122,0.001433861,0.008603804
Great Photo Lovely Life Facing A Familys Secrets,112,1.0,0.87,6,Documentary,0.012105745,-0.0059602344,0.004412177,-0.013992028,0.008882588,-0.007765527,0.008002832,-0.0046858997,-0.0023544426,-0.0019474361,-0.0018179895,0.00417584,0.0031702355,-0.009219915,0.0043375962,-0.0018648151,-0.0022411835,-0.0012149118,0.008454968,-0.0059497156
A Secret Love,83,1.0,0.88,55,Documentary,0.010766564,-0.010979359,0.009892983,-0.012659289,-0.0027014122,-0.009343951,-0.0014189023,-0.014285694,-0.0058925455,-0.012325865,0.0026375179,-0.011455242,-0.00497749,-0.0040232306,-0.0068159997,-0.01005456,0.0037563294,-0.011154927,0.0010705898,-0.005299647
Minding The Gap,93,1.0,0.91,129,Documentary,-0.0055385064,-0.0046040644,0.005606967,-0.002751109,-0.012822112,0.020752385,0.014239341,0.022048436,-0.008231074,-0.00027190876,-0.008362459,-0.0045833834,-0.0058401097,-0.01705685,0.0034033216,0.0020277763,0.004816129,-0.00652285,0.0061135506,0.007362629
Sr,90,0.97,0.9,60,Documentary,-0.00048621782,-0.00039943942,-0.016427277,-0.014132832,-0.000146541,-0.007315417,-0.019567868,0.010293664,0.009948281,0.00061216875,-0.019188706,0.0005364783,-0.011409819,-0.0031346953,-0.0026547518,0.0036082224,-0.015388971,0.0058755483,-8.6488944e-05,0.0015537858
What Is A Woman,94,0.75,0.86,8,Documentary,0.0073876353,0.0014392491,0.0011857789,0.0009388846,-0.0027776419,-0.011061009,0.01445387,-0.0069077313,0.0012000352,-0.005950318,-0.000907401,-0.01242704,0.0069938935,-0.0036410105,0.004712002,-0.005671221,-0.0017869823,0.0030254186,0.0101885935,0.021628343
Harry Potter 20Th Anniversary Return To Hogwarts,105,0.93,0.87,27,Documentary,0.0034455147,-0.009761512,-0.0148797855,0.018682856,0.011607549,-0.012132775,0.00011680797,0.025504196,-0.0006202102,5.5025892e-05,-0.00090209336,0.0034270328,-0.0012354668,0.010042599,-0.012155922,0.0033987034,-0.020136759,-0.014476387,-0.011357668,-0.014000987
Last Stop Larrimah,117,0.86,0.93,22,Documentary,0.0035987336,0.0008911025,-0.006198997,-0.0064593405,0.002867869,-0.007908054,0.0031934655,0.002868213,0.0036283967,-0.0036008202,-0.0018355853,0.010089612,0.0019208945,0.0068645487,0.015116046,0.01158818,-0.018909907,0.010139429,0.015200598,-0.0030780851
The Rescue 2021,107,0.96,0.99,103,Documentary,0.0066959052,-0.003536221,0.0012588688,-0.005122443,-0.0049878825,-0.017218038,-0.0025572483,-0.017342586,0.008752855,0.0051745283,0.005133397,-0.006116904,-0.0050730817,0.0153348055,0.0026092068,0.0027389224,-0.0019707263,-0.0032165237,0.013578894,-0.0076973857
All That Breathes,91,0.99,0.83,87,Documentary,-0.0046020527,-0.0021958123,-0.0017567698,-0.0026927444,0.00080831425,-0.016101262,-8.158125e-05,-0.0068444735,0.0077846064,0.002987544,0.0034692571,0.0052930852,-0.0081823785,0.0007902101,0.007549338,0.0017743253,-0.001073537,0.005392942,-0.0032533377,0.0025519717
Boys State,109,0.95,0.91,149,Documentary,0.009880647,-0.017553348,0.00020513163,0.0017171946,-0.0153089715,-0.015170068,0.01262102,-0.015281996,0.015570668,0.0034477864,-0.0041133305,-0.012236359,0.001300763,0.0071637407,0.00394598,0.0037457221,0.02067064,-0.005598739,-0.0010450532,0.011958691
My Octopus Teacher,85,0.93,0.91,45,Documentary,-0.009189079,-0.009173499,0.013553381,-0.005076374,-0.004093225,-0.0117721185,-0.011215365,-0.016092623,0.0056801266,0.011773404,-0.0017161358,-0.017064001,0.004782447,-0.0029002305,-0.0020224135,0.019929094,-0.0010488216,0.006041508,-0.006876813,0.0048888754
Rewind 2020,86,1.0,0.96,45,Documentary,-0.0018822935,-0.0030356352,0.0051670354,-0.006999283,-0.02154873,0.0052031805,0.00197132,0.0064220903,0.0034439913,-0.003315565,0.0011128926,-0.0075743287,0.006611964,-0.010891339,0.0023061517,0.018932197,-0.007082653,-0.004203527,0.0050970004,-0.010241103
Kiss The Ground,85,0.88,0.99,8,Documentary,0.0066390648,0.011581336,0.005131168,-0.01886785,0.009401204,0.005003225,0.0103742825,0.009166981,-0.0043549007,0.012081013,-0.0196448,-0.0039823535,-0.00073040836,0.0054239836,-0.0005967064,0.0021433514,-0.004112307,0.017637627,0.0041885613,-0.0040418277
Pianoforte,91,0.83,1.0,24,Documentary,0.006535652,-0.013030815,0.0020540967,0.0053528906,-0.0026589972,-0.0052371556,0.00210824,-0.011091834,-0.0032503319,0.0010694155,-0.0005473105,-0.0009980942,-0.005067424,0.010788109,0.0024707785,-0.0038076516,-0.0028485754,0.0071377596,0.010292823,-0.003585166
Evelyn 2018,100,1.0,0.86,8,Documentary,-0.007719259,0.005791537,-0.003448477,-0.004303829,-0.011756584,-0.0029762532,-0.0028818517,-0.0126739545,-0.0019639586,-0.008563124,0.003463131,-0.009178376,-0.0031649712,-0.021441562,0.0019820032,-0.0002092544,0.0026415545,-0.0069592297,-0.0020852839,0.00080922304
76 Days,93,1.0,0.84,100,Documentary,-0.0070777507,-0.0067074494,0.0017805267,-0.008839744,-0.002730548,-0.018449657,0.014098307,-0.0074453307,-0.0065979483,-0.002380801,-0.018678162,0.003595018,0.0054929173,0.00841062,-0.0033361143,0.014071206,0.010984374,0.017054277,0.002205922,-0.007977679
Free Solo,100,0.98,0.93,160,Documentary,-0.0017294989,-0.010396497,0.009027205,0.008410456,0.009149273,-0.01976031,0.0073137665,-0.011422927,-0.0042624595,0.014814673,0.014644993,0.0049978276,-0.006783278,0.0056333216,-0.0018817082,0.012937221,0.005845158,-0.0023805476,-0.001904482,-0.020321308
Stutz,96,0.96,0.96,23,Documentary,0.011776371,-7.442087e-05,-0.008334873,-0.0046862327,-0.004071853,-0.011410842,0.0048280363,-0.002747871,0.00484641,0.010059146,0.0048160288,0.0008123331,-0.0011478781,-0.0012790303,-0.00028219595,0.013032365,-0.0115433745,0.0158064,0.004898508,0.0016808001
Very Young Girls,83,0.7,0.76,10,Documentary,-0.003038044,-0.004038091,0.0040158727,-0.0048017483,-0.0011338023,-0.0143659245,-0.0043290476,-0.011312304,-0.003419411,-0.0012813422,-0.008814471,-0.006127164,0.0042355917,-0.007324678,-0.00011197943,-0.0026017397,0.014433565,0.01313899,-0.00030935873,0.001654537
In Our Mothers Gardens,90,1.0,1.0,11,Documentary,-0.0107359905,-0.010220397,-0.008285864,0.0099427365,-0.010066545,0.0014711721,0.009850165,-3.2291377e-05,0.0022744897,-0.02652056,-0.0034263588,-0.0062453467,-0.0071842996,-0.0014663974,0.0015145292,0.0029918633,0.019312793,-0.011892633,0.0020570862,-0.019026304
1202867-Dear Zachary,95,0.94,0.96,51,Documentary,-0.019078407,-0.0062779426,-0.011288011,0.005650571,0.004951401,-0.0051401015,-0.00982362,0.006249901,-0.0074583055,0.00820597,-0.0138180945,0.02251926,-0.0022525962,-0.0020562555,-0.0020731415,0.0056572803,-0.009703504,-0.005484115,0.015151459,0.0037476856
They Shall Not Grow Old,99,0.99,0.91,156,Documentary,0.010907496,-0.013077961,0.00023727813,-0.004705741,-0.0050045946,-0.0037039393,0.005813761,-0.003723794,0.0069305836,0.0061581093,-0.0051694065,0.008721506,0.0015569818,0.0073798993,-0.0041481927,0.0044172155,-0.0009928129,-0.0056397035,0.012983844,0.0075665154
Tread,89,0.92,0.87,13,Documentary,0.0052725314,-0.0018659154,-0.011025613,-0.0049911025,-0.009507157,-0.0039535654,-0.0005659152,0.020097865,0.013096343,-0.0027445806,-0.009762726,0.00043748645,0.00777601,-0.021540724,-0.013859321,0.0054106372,-0.00093976536,0.0112225665,0.012960693,-0.0032095548
Time Bomb Y2K,84,0.73,0.36,11,Documentary,0.008271487,0.0063749356,-0.00032970327,-0.008719977,0.010335522,0.005624021,-0.015128167,-0.004640241,0.014963265,-0.008298954,-0.0022824865,0.0048374,0.0069533125,-0.0052545047,-0.0047081243,0.013280247,0.018406885,-0.004014951,0.009574297,-0.00069208664
Taxi To The Dark Side,106,1.0,0.9,93,Documentary,0.019448293,0.0057773613,0.0025218977,-0.0018204646,0.0032767425,-0.015734395,-0.01691674,0.000804482,0.0037951036,0.014101195,-0.0036176215,0.008770505,0.0013530273,0.018261753,0.0027646248,-0.0019486051,-0.0031599388,0.00014263578,0.0016266607,-0.00016930103
The Jewel Thief,100,0.86,0.58,7,Documentary,0.010031187,-0.0131688565,-3.0717347e-05,-0.008352178,-0.0002940409,-0.020845903,0.0112338215,-0.016190195,0.005021734,-0.0021392226,0.015451394,-8.450933e-05,-0.010784378,0.023256615,0.005448072,-0.0012989778,0.0064553083,0.002666451,-0.0041022003,-0.0028712992
Stamped From The Beginning,91,1.0,0.65,27,Documentary,0.00046179985,0.0034293805,-0.0005004488,-0.0026655353,0.0017688408,0.0041517043,-0.0017414007,-0.010122033,-0.009118544,-0.0063679754,0.012062281,0.0037082736,0.024252618,0.0024673927,-0.0033688776,0.009227566,0.00068857614,-0.00069063343,0.0047790194,0.004893652
Is That Black Enough For You,135,1.0,0.62,42,Documentary,0.0061698603,0.003836355,0.007733058,-0.008599574,0.012193766,-0.0053919866,-0.01862838,-0.003967776,0.0039557614,0.012278257,-0.010272178,-0.0037171028,0.003248664,-0.010991494,-0.017625172,0.0037878728,-0.012097119,0.0014743252,-0.001448277,0.00033579767
Albert Brooks Defending My Life,82,0.97,0.93,32,Documentary,0.01039865,-0.0025982526,0.009047272,-0.01010895,-0.0052765193,-0.019182475,-0.0067524156,-0.010654604,-0.007223343,-0.0019174753,-0.006669171,-0.0029098373,0.00020832308,0.0019209795,0.01299683,-0.0018675143,-0.008331815,0.0005013229,0.0026144632,0.007070981
Miss Americana,86,0.91,0.91,97,Documentary,0.0054006865,-0.006323524,0.023699813,-0.009047504,0.013261132,-0.0048534386,-0.0067683817,-0.02644142,0.015659064,-0.01480118,0.0002140711,0.008074148,-0.0025253277,0.014519408,-0.0001955308,-0.0011025077,-0.018168552,-0.0044975006,-0.011720054,0.011443168
Cypher 2023,81,0.87,0.8,15,Documentary,-0.0042240396,-0.0042240554,0.0060805203,0.00021147876,-0.0073119784,-0.02211028,-0.0019609884,-0.010848205,0.0063078227,-0.010138134,0.015083325,0.019683605,-0.009604137,-0.0041763075,-0.008404961,-0.005916706,0.008583307,-0.003830038,-0.013753561,-0.0025373846
Inside Job 2010,108,0.98,0.91,148,Documentary,-0.0044644345,-0.002928024,-0.00698694,-0.0054135406,-0.0048112758,-0.006683494,-0.012167626,0.0010373152,0.007042761,-0.0049498915,-0.01327661,-0.0066053243,0.006790539,0.010778342,-0.006305205,0.0036456943,-0.009105926,-0.0073039657,0.00094733725,0.005232292
The Tinder Swindler,114,0.97,0.79,33,Documentary,-0.0014967105,-0.0031327468,0.013022551,0.007683306,-0.012671125,0.0076467455,0.0015469568,-0.016548121,0.0012586655,-0.025512537,-0.0025375856,-0.007267726,0.00021855495,-0.017443398,0.0012843057,-0.0011662969,0.008801221,0.0007561996,0.0034108195,-0.0134675745
Dads,87,0.94,0.81,35,Documentary,0.020699238,0.00025587354,0.005115977,-0.012476542,0.010714129,-0.023126092,0.012783399,-0.007889104,0.0004928273,0.018101756,0.020868523,-0.0037359048,-0.0049601705,-0.0041296,0.0107633015,0.0026146653,0.027273739,0.005106932,-0.0009134125,-0.015998738
Jim And Andy The Great Beyond Featuring A Very Special Contractually Obligated Mention Of Tony Clifton,94,0.92,0.87,52,Documentary,0.01071926,-0.007939637,-0.0052875793,-0.01823706,0.005456728,-0.021389011,0.006573251,-0.016191673,0.006940361,0.003021169,0.00034195744,0.0077274097,0.011025069,0.002160618,0.01633429,0.010741843,-0.014324236,-0.0014633157,-0.0094361445,-0.010235461
The Imposter 2012,95,0.95,0.78,117,Documentary,0.009175329,-0.0069149346,-0.001860256,-0.006751078,0.0026136606,-0.015645882,-0.0007137701,0.0014162634,0.013161737,-0.0005153902,-0.011328573,0.0015227494,0.006181838,-0.009274223,0.018395312,-0.0045918743,0.011185998,0.005899755,0.010831256,0.002761269
Victim Suspect,90,0.79,0.74,34,Documentary,0.015367551,-0.0043417774,0.0021920954,0.011240901,-0.010183463,-0.005268821,0.0066004843,-0.01356869,0.0004314691,0.0020759902,0.020698586,-0.0014029037,-5.4543467e-05,-0.019007217,-0.0035095278,-0.0042459317,-0.0042681205,-0.0022770364,-0.015471103,-0.0069544106
Apollo 11 2019,93,0.99,0.9,192,Documentary,0.007407947,-0.0033073085,-0.007288853,-0.0055929245,-0.014249864,-0.014851744,-0.0012898229,-0.0038337645,-0.005804785,0.004174786,0.004721182,-0.0071088164,0.014961639,0.017108139,0.006696836,-0.011454204,-0.0063744686,0.0045607323,-0.00850122,-0.011040713
Bye Bye Barry,92,0.91,0.99,11,Biography,0.010633847,-0.008772597,-0.0058252625,-0.0009645902,0.0010575012,0.0015983522,-0.00466,-0.002876664,-0.0043789414,-0.0050956253,-0.0024597512,-0.0028691697,-0.0024361792,0.004670224,-0.009598745,0.01656364,-0.01262944,0.0032102428,-0.0054092016,-0.02003469
Crip Camp,107,1.0,0.91,101,Documentary,-0.0042405124,0.017740265,-0.009653017,0.00068781746,-0.022293564,-0.0018763818,-0.016970031,-0.0004398929,-0.008125245,0.0017719403,-0.010792071,0.0010481484,0.0014987059,0.0022836705,0.0023006524,0.012317282,-0.0004956491,-0.0030454197,-0.0040555387,-0.00013635494
1122382-Spellbound,97,0.97,0.83,139,Documentary,0.017527672,0.0068722144,0.007905951,0.0158329,-0.0016746994,0.015388528,-0.0015407733,0.004493279,0.00037528976,0.006751546,0.010879202,-0.0019081198,0.009621231,-0.0012965153,0.0041790074,0.00059277937,-0.0038966578,-0.00053114037,-0.0045494,5.8832764e-05
10007598-Cocaine Cowboys,116,0.71,0.79,51,Documentary,-0.0016848181,0.0037355311,0.0014943219,0.0015051175,0.0049205213,-0.011573193,0.007804175,-0.018734027,-0.008106841,-0.0036822115,0.0035614483,-0.005987505,-0.010139717,0.008286997,0.011119364,0.011793295,0.010096968,0.0010429451,0.0018927731,-0.014050794
The League,103,0.96,0.85,48,Documentary,0.019540658,0.007711008,-0.0020555237,-0.0027918767,0.0007951528,-0.030271556,0.018808061,-0.01598984,-0.0156887,0.0049220542,0.020198846,0.011597507,-0.01175732,0.021694351,-0.0009944802,0.0039149257,0.008036219,0.014184865,-0.004949239,-0.0014492329
The Biggest Little Farm,91,0.91,0.95,101,Documentary,0.010294663,0.00587955,0.020052101,-0.0018953856,-0.00849878,-0.0042038686,0.008267149,0.0040076375,0.007972635,-0.0129386615,0.0075569972,-0.013276121,0.015562212,0.003821801,-0.0011093713,-0.0023220994,-0.0018065206,0.00063985365,-0.0066959066,-0.008460594
The Subtle Art Of Not Giving A At Percent,97,0.71,0.4,7,Documentary,0.012239215,-0.006544673,-0.0035700065,-0.0029396769,-0.005795491,-0.013580106,0.0011365513,-0.0023862342,-0.0011926299,0.0019588869,-0.00086981803,0.0014322007,0.0015535938,-0.0036939532,0.0032241296,0.004000655,0.008069254,0.00623715,0.006809966,-0.01799317
Deliver Us From Evil,103,1.0,0.89,72,Documentary,-0.008071174,0.008840227,-0.0054768333,0.009860894,0.01702104,-0.010822033,0.016097564,-0.009530699,0.008306673,-0.0054122685,0.003916574,-0.009083244,0.0030348059,0.012695804,0.007290962,0.0019016821,-0.00883943,0.00020090639,-0.0033460525,-0.013414241
The Woman Who Loves Giraffes,83,1.0,1.0,34,Documentary,0.0072775534,-0.0047402354,-0.006352642,0.004792077,-0.0042864652,-0.00702321,0.00025463552,0.011045676,0.018935386,0.003127036,-0.0057548713,-0.009948814,-0.009398702,0.0029408846,-0.0004771143,0.009861778,-0.008658565,0.0075141443,0.0039315755,-0.004359418
The Last Waltz 1978,117,0.98,0.94,57,Documentary,-0.0011935255,0.009645803,-0.008575412,-0.005252164,0.011275132,-0.010730028,0.00086540467,-0.0076875524,-0.008523842,-0.007045281,0.0024886758,0.0052635763,-0.01341216,0.00306954,0.013322404,0.007229372,0.0022084385,0.009484659,-0.01253586,-0.0010297395
13Th,100,0.97,0.9,109,Documentary,0.015955705,0.008668989,-0.0125440415,-0.0066218674,0.0052283304,-0.0021509912,0.0014719095,0.0037367796,-0.004015808,0.0030002198,-0.010240374,0.019467454,-0.006518954,-0.0063849217,0.014313834,0.009393207,0.00787084,-0.0014439828,0.008657858,-0.010684632
The Capote Tapes,98,0.93,0.89,43,Documentary,-0.0024050553,0.010313251,-0.013385502,0.0036097248,-0.00648686,0.0036869764,-0.015942086,0.00020853765,-0.012543054,-0.014012081,-0.010712295,0.0059080767,-0.0006199769,-3.7198326e-05,0.017212227,0.00951925,0.013879637,-0.00073964,0.0051706014,0.0074135787
Icarus 2017,110,0.92,0.93,51,Documentary,0.010508722,-0.0008082524,0.001990876,0.000565698,-0.0035529565,0.011965731,0.0104117915,-0.0031314925,0.0045277155,-0.0044429363,0.0063007683,0.0052918014,0.0049321814,-0.0014975367,-0.004499997,0.003862887,0.0062668836,0.00455902,-0.0071550207,-0.0032261177
The Lady Bird Diaries,100,1.0,0.88,15,Documentary,0.00061991846,0.0075528533,0.007713689,-0.0020520103,0.0012654057,-0.0019231793,-0.017255593,0.0014330387,0.011750074,-0.00570531,-0.0062923194,-0.009105745,0.010291233,-0.00531621,-0.011463733,0.005170563,-0.008425918,-0.0018129274,-0.00023243968,0.014048767
Tickled,92,0.94,0.86,120,Documentary,-0.010088004,-0.010818614,0.008904731,-0.0052546067,-0.009389225,-0.009481826,-0.001393728,-0.0053429846,-0.0012902161,0.0120419245,0.00932402,-0.0028099348,-0.010331787,-0.0048508914,-0.0009738632,0.003707967,0.008624797,0.00041543282,0.010065976,-0.0068661743
God Forbid The Sex Scandal That Brought Down A Dynasty,109,0.83,0.59,12,Documentary,0.0031787448,-0.00023679789,-0.003104182,-0.0042612758,0.014908345,0.006997959,-0.021713581,0.005004949,-0.00010104701,0.001886406,-0.018668786,-0.0015511004,-0.0062134243,0.003959938,0.004741988,0.013933977,-0.008582423,-0.010138897,-0.003343685,-0.0076771267
Invisible Beauty,114,1.0,0.87,21,Documentary,0.0049591856,0.0017778234,-0.004242871,0.0071081608,0.025556382,-0.020367866,0.0024065778,0.0048425044,0.0030353398,0.009187584,0.0076937466,0.0103823785,0.00550861,-0.0020010776,-0.019702459,0.005734892,0.008006649,0.004540067,-0.006099526,0.0010886764
Fantastic Fungi,81,1.0,0.94,23,Documentary,0.008638909,0.0069490196,-0.009049389,0.0016902622,0.010996044,-0.0047776927,0.009144269,0.0045553106,0.012785224,0.0040572197,-0.0031519725,-0.01620088,0.00056295545,0.00082018727,0.0009070984,0.010229355,0.006244458,-0.008913377,-0.0073953876,0.006061574
Moonage Daydream,134,0.92,0.75,164,Documentary,-0.0066572987,0.009410825,0.01320059,0.008152748,-0.0031302285,-0.021585885,0.005694458,-0.005074298,0.0024666376,-0.009821771,0.0008740967,0.0049733273,-0.0021130084,-0.01636601,-0.0008783668,-0.004516467,0.009332147,0.02385971,-0.0074186414,0.00584801
For All Mankind,90,0.95,0.91,20,Documentary,-0.0012476168,0.00052599004,0.013999781,0.0062813074,0.0005592912,-0.014241064,-0.002558383,-0.0064264475,-7.761344e-05,0.02156057,0.00953841,0.011564014,-0.008024761,0.004353245,-0.0022614293,-0.012736571,-0.00068417116,0.022416893,-0.0025089746,-0.0041796984
Stranded I Have Come From A Plane That Crashed On The Mountains,113,0.92,0.93,37,Documentary,0.0076341913,-0.007218869,0.010522005,-0.005713107,-0.0029705924,-0.009601668,0.0010474076,0.008611737,0.013191564,0.006718232,0.009637406,-0.0010241226,0.009625419,-0.009882216,0.024859248,-0.004330193,0.00041097906,-0.0055273124,-0.011317551,-0.008300629
Happy People A Year In The Taiga,94,0.88,0.77,49,Documentary,-0.013545309,-0.01516707,0.00893041,-0.008361956,-0.012840971,-0.003427315,0.0013503571,0.007522258,0.0065896,-0.013386165,0.0025468115,-0.0075497506,-3.662519e-05,0.0035436037,-0.0006681498,0.0017018856,-0.0058813905,0.0065035014,-0.017318046,-0.006853984
Tower 2016,98,0.99,0.89,100,Documentary,-0.0018642407,-0.006416343,0.0068663657,-0.000714764,-0.007950833,-0.022292815,0.004320954,0.0034192777,0.0018289521,0.0042458912,0.0024187458,-0.010237381,0.003251727,-0.013415458,0.00022655167,-0.0012277744,0.007415795,0.0156267,0.0034117245,0.013713868
Some Kind Of Heaven,83,0.93,0.75,84,Documentary,0.0051426766,0.0063036135,-0.005757305,-0.013936916,0.0083625745,-0.003227293,0.013738273,-0.0014050087,-0.0035729979,-0.0055566295,-0.0060008154,0.0061741183,-0.006623155,0.0030168933,-0.017297696,0.016492497,-0.0022556079,0.008701439,0.0019236042,0.004040281
Fireball Visitors From Darker Worlds,97,0.98,0.61,46,Documentary,0.0017753039,-0.007793829,-0.00016467758,-0.0064858077,-0.01949103,-0.024976756,0.013388552,0.008240752,0.012409309,0.013749948,-0.007789941,0.00101609,-0.0044910377,0.009256393,0.0026797343,-0.00697725,0.00052503496,0.009129198,0.001584632,-0.0026145086
Raise Hell The Life And Times Of Molly Ivins,93,0.95,1.0,58,Documentary,-0.0017665442,0.007203384,0.0059112855,-0.012113517,-0.009972559,-0.02586526,0.006111375,-0.010163414,-0.0069555305,0.0073419386,0.010597827,-0.010468096,0.0012850042,-0.009913221,0.004303121,0.006485046,0.0006015849,0.002200262,0.0020884422,0.008684909
Poisoned The Dirty Truth About Your Food,83,1.0,0.68,11,Documentary,0.0021790229,-0.006802832,0.008725142,0.01290226,0.006569749,0.009487507,0.01647539,-0.0047300193,-0.004210895,0.0024646805,-0.0078807445,-0.013030363,0.0024225176,-0.004123326,-0.0030184393,0.002739445,5.31503e-05,0.007820069,0.0031842901,-0.00851779
Good Night Oppy,105,0.87,1.0,92,Documentary,0.01774538,-0.0045839986,0.0009686564,-0.022660982,0.008152402,-0.006930062,-0.009377014,0.009370968,0.019294133,0.004793996,-0.005831568,0.0020237402,0.005707912,0.0053985803,-0.002077522,0.0008868851,-0.006236813,0.0063221985,-0.0032522795,-0.013885004
Hearts Of Darkness A Filmmakers Apocalypse,96,1.0,0.94,27,Documentary,-0.011783367,0.0041659586,-0.0089129675,0.0059087262,-0.0049672434,-0.009137114,0.0029064068,0.0027028795,0.011012771,-0.004455795,-0.005538269,0.0064664744,0.000845827,-0.009731097,0.010649202,0.008190756,-0.0012431946,-0.015473172,0.007075187,-0.019672323
The Ringmaster,88,1.0,0.67,7,Documentary,-0.006629333,-0.0010925857,-0.0042504966,-0.00021746903,0.017075349,-0.027916292,-0.0123469075,-0.00080737507,-0.0069245407,0.00081354677,0.0023523022,-0.0054987757,0.0022767964,-0.0036194506,0.009561135,0.0036408422,0.0068617673,-0.006896159,0.0030804172,0.014657403
The Kingdom Of Dreams And Madness,118,0.92,0.87,25,Documentary,-0.01124221,-0.0037396972,-0.008079961,-0.0017513402,0.0007815145,0.0043059215,0.0008572842,0.01475859,-0.014865303,-0.006199331,0.0001702888,0.0051989714,0.011886741,-0.0070953304,-0.0052258815,-0.008532675,-0.0017010259,-0.0018121917,0.005356335,-0.0056206924
Hot Potato The Story Of The Wiggles,104,1.0,0.97,8,Documentary,0.004024858,-0.009280272,0.008050419,-0.0042560487,-0.0046068532,-0.019775476,-0.0048698564,-0.012025039,0.0035564057,0.005130968,0.009373549,-0.012869428,0.0038490158,-0.0026146458,-0.005230003,-0.0022204332,-0.0022299527,0.006323167,0.0057067773,-0.009837186
